edadDias,SD3negPEF,SD2negPEF,SD1negPEF,SD0PEF,SD1PEF,SD2PEF,SD3PEF,SD3negPEM,SD2negPEM,SD1negPEM,SD0PEM,SD1PEM,SD2PEM,SD3PEM,SD3negTEF,SD2negTEF,SD1negTEF,SD0TEF,SD1TEF,SD2TEF,SD3TEF,SD3negTEM,SD2negTEM,SD1negTEM,SD0TEM,SD1TEM,SD2TEM,SD3TEM,SD3negIEF,SD2negIEF,SD1negIEF,SD0IEF,SD1IEF,SD2IEF,SD3IEF,SD3negIEM,SD2negIEM,SD1negIEM,SD0IEM,SD1IEM,SD2IEM,SD3IEM,Rotulo,SD15negPEF,SD15negPEM,SD15PEF,SD15PEM,SD15negTEF,SD15negTEM,SD15TEF,SD15TEM,SD15negIEF,SD15negIEM,SD15IEF,SD15IEM
3521,19.470,22.320,25.893,30.477,36.490,44.653,56.153,19.823,22.477,25.783,29.993,35.493,42.900,53.297,117.506,123.803,130.099,136.396,142.692,148.989,155.285,117.173,123.418,129.662,135.906,142.149,148.394,154.638,12.270,13.342,14.682,16.415,18.765,22.179,27.714,12.691,13.638,14.805,16.289,18.260,21.047,25.400,NULL,24.107,24.130,40.572,39.197,126.951,126.540,145.840,145.272,14.012,14.222,20.472,19.654
3522,19.476,22.327,25.902,30.487,36.503,44.670,56.176,19.828,22.482,25.790,30.002,35.505,42.916,53.320,117.521,123.818,130.116,136.413,142.710,149.007,155.305,117.185,123.430,129.675,135.920,142.165,148.410,154.655,12.271,13.343,14.684,16.417,18.767,22.182,27.719,12.692,13.639,14.806,16.290,18.261,21.050,25.405,NULL,24.114,24.136,40.587,39.211,126.967,126.553,145.859,145.288,14.013,14.222,20.474,19.656
3523,19.482,22.334,25.911,30.497,36.516,44.687,56.199,19.833,22.487,25.797,30.011,35.517,42.932,53.343,117.536,123.834,130.132,136.430,142.728,149.026,155.324,117.196,123.443,129.689,135.935,142.180,148.427,154.673,12.272,13.344,14.685,16.418,18.769,22.185,27.724,12.692,13.639,14.807,16.291,18.263,21.053,25.410,NULL,24.122,24.142,40.601,39.224,126.983,126.566,145.877,145.304,14.014,14.223,20.477,19.658
3524,19.488,22.341,25.919,30.508,36.529,44.703,56.221,19.837,22.493,25.803,30.019,35.528,42.948,53.367,117.551,123.850,130.148,136.447,142.746,149.045,155.343,117.207,123.455,129.702,135.949,142.196,148.444,154.690,12.272,13.345,14.686,16.420,18.771,22.187,27.729,12.693,13.640,14.808,16.292,18.265,21.055,25.416,NULL,24.130,24.148,40.616,39.238,126.999,126.579,145.895,145.320,14.016,14.224,20.479,19.660
3525,19.494,22.348,25.928,30.518,36.542,44.720,56.244,19.842,22.498,25.810,30.028,35.540,42.964,53.390,117.566,123.865,130.165,136.464,142.764,149.063,155.363,117.219,123.468,129.715,135.963,142.211,148.460,154.708,12.273,13.346,14.687,16.421,18.773,22.190,27.734,12.693,13.641,14.809,16.293,18.266,21.058,25.421,NULL,24.138,24.154,40.631,39.252,127.015,126.592,145.913,145.336,14.017,14.225,20.482,19.662
3526,19.500,22.355,25.937,30.528,36.555,44.737,56.267,19.847,22.503,25.817,30.037,35.552,42.980,53.413,117.581,123.881,130.181,136.481,142.782,149.082,155.382,117.230,123.480,129.729,135.978,142.227,148.476,154.725,12.274,13.347,14.688,16.423,18.775,22.193,27.739,12.694,13.642,14.810,16.294,18.268,21.061,25.426,NULL,24.146,24.160,40.646,39.266,127.031,126.605,145.932,145.352,14.018,14.226,20.484,19.664
3527,19.506,22.362,25.945,30.539,36.568,44.753,56.289,19.851,22.509,25.823,30.045,35.563,42.996,53.437,117.596,123.896,130.198,136.498,142.800,149.100,155.402,117.242,123.492,129.742,135.992,142.242,148.493,154.743,12.275,13.348,14.689,16.424,18.777,22.196,27.745,12.695,13.642,14.811,16.295,18.269,21.063,25.431,NULL,24.154,24.166,40.661,39.280,127.047,126.617,145.950,145.368,14.019,14.226,20.487,19.666
3528,19.512,22.369,25.954,30.549,36.581,44.770,56.312,19.856,22.514,25.830,30.054,35.575,43.012,53.460,117.610,123.912,130.214,136.516,142.817,149.119,155.421,117.253,123.505,129.756,136.007,142.258,148.510,154.760,12.276,13.349,14.691,16.426,18.779,22.199,27.750,12.695,13.643,14.811,16.297,18.271,21.066,25.436,NULL,24.162,24.172,40.675,39.294,127.063,126.630,145.968,145.384,14.020,14.227,20.489,19.669
3529,19.518,22.376,25.963,30.559,36.594,44.787,56.335,19.861,22.519,25.837,30.063,35.587,43.028,53.483,117.625,123.928,130.230,136.533,142.835,149.138,155.440,117.264,123.517,129.769,136.021,142.273,148.526,154.778,12.276,13.350,14.692,16.427,18.781,22.202,27.755,12.696,13.644,14.812,16.298,18.273,21.069,25.441,NULL,24.169,24.178,40.690,39.307,127.079,126.643,145.986,145.400,14.021,14.228,20.492,19.671
3530,19.524,22.383,25.971,30.570,36.607,44.803,56.357,19.865,22.525,25.843,30.071,35.598,43.044,53.507,117.640,123.943,130.247,136.550,142.853,149.156,155.460,117.276,123.530,129.783,136.036,142.289,148.542,154.795,12.277,13.351,14.693,16.429,18.783,22.205,27.760,12.696,13.644,14.813,16.299,18.274,21.071,25.446,NULL,24.177,24.184,40.705,39.321,127.095,126.656,146.005,145.416,14.022,14.229,20.494,19.673
3531,19.530,22.390,25.980,30.580,36.620,44.820,56.380,19.870,22.530,25.850,30.080,35.610,43.060,53.530,117.655,123.959,130.263,136.567,142.871,149.175,155.479,117.287,123.542,129.796,136.050,142.304,148.559,154.813,12.278,13.352,14.694,16.430,18.785,22.208,27.765,12.697,13.645,14.814,16.300,18.276,21.074,25.451,8,24.185,24.190,40.720,39.335,127.111,126.669,146.023,145.432,14.023,14.229,20.497,19.675
3532,19.536,22.397,25.988,30.590,36.633,44.837,56.403,19.874,22.536,25.857,30.089,35.622,43.076,53.554,117.670,123.975,130.279,136.584,142.889,149.194,155.499,117.299,123.554,129.809,136.064,142.319,148.575,154.830,12.279,13.353,14.695,16.431,18.787,22.211,27.770,12.698,13.646,14.815,16.301,18.278,21.077,25.456,NULL,24.193,24.196,40.735,39.349,127.127,126.682,146.041,145.448,14.024,14.230,20.499,19.677
3533,19.543,22.405,25.997,30.601,36.646,44.853,56.425,19.879,22.541,25.864,30.098,35.633,43.092,53.577,117.685,123.990,130.296,136.601,142.907,149.213,155.518,117.310,123.567,129.823,136.079,142.335,148.592,154.848,12.280,13.354,14.696,16.433,18.789,22.214,27.775,12.698,13.646,14.816,16.302,18.279,21.079,25.461,NULL,24.201,24.203,40.750,39.363,127.143,126.695,146.060,145.464,14.025,14.231,20.502,19.679
3534,19.549,22.412,26.005,30.611,36.659,44.870,56.448,19.883,22.547,25.871,30.107,35.645,43.108,53.601,117.699,124.006,130.312,136.619,142.925,149.231,155.538,117.322,123.579,129.836,136.093,142.350,148.608,154.865,12.280,13.355,14.698,16.434,18.791,22.217,27.780,12.699,13.647,14.817,16.303,18.281,21.082,25.466,NULL,24.209,24.209,40.764,39.377,127.159,126.708,146.078,145.480,14.026,14.232,20.504,19.681
3535,19.555,22.419,26.013,30.621,36.672,44.887,56.471,19.887,22.553,25.878,30.116,35.657,43.124,53.625,117.714,124.021,130.328,136.636,142.943,149.250,155.557,117.333,123.592,129.850,136.108,142.366,148.624,154.882,12.281,13.356,14.699,16.436,18.793,22.220,27.785,12.700,13.648,14.817,16.305,18.283,21.085,25.472,NULL,24.216,24.215,40.779,39.390,127.175,126.721,146.096,145.496,14.027,14.233,20.507,19.684
3536,19.562,22.427,26.022,30.632,36.685,44.903,56.493,19.892,22.558,25.885,30.125,35.668,43.140,53.648,117.729,124.037,130.345,136.653,142.961,149.269,155.577,117.344,123.604,129.863,136.122,142.381,148.641,154.900,12.282,13.357,14.700,16.438,18.795,22.223,27.791,12.700,13.649,14.818,16.306,18.284,21.087,25.477,NULL,24.224,24.222,40.794,39.404,127.191,126.734,146.115,145.511,14.028,14.233,20.509,19.686
3537,19.568,22.434,26.030,30.642,36.698,44.920,56.516,19.896,22.564,25.892,30.134,35.680,43.156,53.672,117.744,124.053,130.361,136.670,142.979,149.288,155.596,117.356,123.617,129.877,136.137,142.397,148.657,154.917,12.283,13.358,14.701,16.439,18.797,22.226,27.796,12.701,13.649,14.819,16.307,18.286,21.090,25.482,NULL,24.232,24.228,40.809,39.418,127.207,126.747,146.133,145.527,14.029,14.234,20.512,19.688
3538,19.574,22.441,26.038,30.652,36.711,44.937,56.539,19.900,22.570,25.899,30.143,35.692,43.172,53.696,117.759,124.068,130.378,136.687,142.997,149.306,155.616,117.368,123.629,129.890,136.151,142.412,148.674,154.935,12.284,13.359,14.702,16.441,18.799,22.229,27.801,12.701,13.650,14.820,16.308,18.288,21.093,25.487,NULL,24.240,24.234,40.824,39.432,127.223,126.760,146.152,145.543,14.030,14.235,20.514,19.690
3539,19.581,22.449,26.047,30.663,36.724,44.953,56.561,19.905,22.575,25.906,30.152,35.703,43.188,53.719,117.773,124.084,130.394,136.704,143.015,149.325,155.635,117.379,123.642,129.903,136.165,142.427,148.690,154.952,12.284,13.359,14.703,16.442,18.801,22.232,27.806,12.702,13.651,14.821,16.309,18.289,21.095,25.492,NULL,24.248,24.241,40.839,39.446,127.239,126.773,146.170,145.559,14.031,14.236,20.517,19.692
3540,19.587,22.456,26.055,30.673,36.737,44.970,56.584,19.909,22.581,25.913,30.161,35.715,43.204,53.743,117.788,124.099,130.410,136.721,143.033,149.344,155.655,117.391,123.654,129.917,136.180,142.443,148.706,154.969,12.285,13.360,14.704,16.444,18.803,22.235,27.811,12.703,13.652,14.822,16.311,18.291,21.098,25.497,NULL,24.256,24.247,40.853,39.459,127.255,126.786,146.188,145.575,14.032,14.237,20.519,19.695
3541,19.593,22.463,26.063,30.683,36.750,44.987,56.607,19.913,22.587,25.920,30.170,35.727,43.220,53.767,117.803,124.115,130.427,136.739,143.051,149.363,155.674,117.402,123.667,129.930,136.194,142.458,148.723,154.987,12.286,13.361,14.706,16.445,18.805,22.238,27.816,12.703,13.652,14.823,16.312,18.293,21.101,25.502,NULL,24.263,24.253,40.868,39.473,127.271,126.799,146.207,145.591,14.034,14.238,20.522,19.697
3542,19.600,22.471,26.072,30.694,36.763,45.003,56.629,19.918,22.592,25.927,30.179,35.738,43.236,53.790,117.818,124.131,130.443,136.756,143.069,149.381,155.694,117.413,123.679,129.944,136.209,142.474,148.739,155.004,12.287,13.362,14.707,16.447,18.807,22.241,27.821,12.704,13.653,14.824,16.313,18.294,21.103,25.507,NULL,24.271,24.260,40.883,39.487,127.287,126.812,146.225,145.607,14.035,14.238,20.524,19.699
3543,19.606,22.478,26.080,30.704,36.776,45.020,56.652,19.922,22.598,25.934,30.188,35.750,43.252,53.814,117.833,124.146,130.459,136.773,143.087,149.400,155.713,117.425,123.692,129.957,136.223,142.489,148.755,155.021,12.288,13.363,14.708,16.448,18.809,22.244,27.826,12.705,13.654,14.824,16.314,18.296,21.106,25.513,NULL,24.279,24.266,40.898,39.501,127.303,126.825,146.243,145.623,14.036,14.239,20.527,19.701
3544,19.612,22.485,26.088,30.714,36.789,45.037,56.675,19.926,22.604,25.941,30.197,35.762,43.268,53.838,117.847,124.162,130.476,136.790,143.105,149.419,155.733,117.436,123.704,129.971,136.238,142.505,148.772,155.039,12.288,13.364,14.709,16.450,18.811,22.247,27.831,12.705,13.655,14.825,16.315,18.298,21.109,25.518,NULL,24.287,24.272,40.913,39.515,127.319,126.838,146.262,145.639,14.037,14.240,20.529,19.703
3545,19.619,22.493,26.097,30.725,36.802,45.053,56.697,19.931,22.609,25.948,30.206,35.773,43.284,53.861,117.862,124.177,130.492,136.807,143.123,149.438,155.752,117.448,123.717,129.984,136.252,142.520,148.788,155.056,12.289,13.365,14.710,16.451,18.813,22.250,27.836,12.706,13.655,14.826,16.316,18.299,21.111,25.523,NULL,24.295,24.279,40.928,39.529,127.335,126.851,146.280,145.655,14.038,14.241,20.532,19.705
3546,19.625,22.500,26.105,30.735,36.815,45.070,56.720,19.935,22.615,25.955,30.215,35.785,43.300,53.885,117.877,124.193,130.508,136.825,143.141,149.457,155.772,117.460,123.729,129.998,136.267,142.536,148.805,155.073,12.290,13.366,14.711,16.453,18.816,22.253,27.841,12.706,13.656,14.827,16.318,18.301,21.114,25.528,NULL,24.302,24.285,40.943,39.542,127.350,126.864,146.298,145.671,14.039,14.242,20.534,19.707
3547,19.631,22.507,26.113,30.745,36.828,45.087,56.743,19.939,22.621,25.962,30.224,35.797,43.316,53.909,117.892,124.209,130.525,136.842,143.158,149.475,155.792,117.471,123.741,130.011,136.281,142.551,148.821,155.091,12.291,13.367,14.713,16.454,18.818,22.256,27.847,12.707,13.657,14.828,16.319,18.303,21.117,25.533,NULL,24.310,24.291,40.957,39.556,127.366,126.876,146.317,145.686,14.040,14.242,20.537,19.710
3548,19.638,22.515,26.122,30.756,36.841,45.103,56.765,19.944,22.626,25.969,30.233,35.808,43.332,53.932,117.907,124.224,130.541,136.859,143.176,149.494,155.811,117.483,123.754,130.024,136.295,142.566,148.837,155.108,12.292,13.368,14.714,16.456,18.820,22.259,27.852,12.708,13.657,14.829,16.320,18.304,21.119,25.538,NULL,24.318,24.298,40.972,39.570,127.382,126.889,146.335,145.702,14.041,14.243,20.539,19.712
3549,19.644,22.522,26.130,30.766,36.854,45.120,56.788,19.948,22.632,25.976,30.242,35.820,43.348,53.956,117.921,124.240,130.558,136.876,143.194,149.513,155.831,117.494,123.766,130.038,136.310,142.582,148.854,155.126,12.292,13.369,14.715,16.457,18.822,22.262,27.857,12.708,13.658,14.830,16.321,18.306,21.122,25.543,NULL,24.326,24.304,40.987,39.584,127.398,126.902,146.354,145.718,14.042,14.244,20.542,19.714
3550,19.650,22.529,26.138,30.776,36.867,45.137,56.811,19.952,22.638,25.983,30.251,35.832,43.364,53.980,117.936,124.255,130.574,136.893,143.212,149.532,155.850,117.505,123.779,130.051,136.324,142.597,148.870,155.143,12.293,13.370,14.716,16.459,18.824,22.265,27.862,12.709,13.659,14.830,16.322,18.308,21.125,25.549,NULL,24.334,24.310,41.002,39.598,127.414,126.915,146.372,145.734,14.043,14.245,20.544,19.716
3551,19.657,22.537,26.147,30.787,36.880,45.153,56.833,19.957,22.643,25.990,30.260,35.843,43.380,54.003,117.951,124.271,130.590,136.910,143.230,149.550,155.870,117.517,123.791,130.065,136.339,142.613,148.886,155.160,12.294,13.371,14.717,16.460,18.826,22.268,27.867,12.710,13.660,14.831,16.323,18.309,21.127,25.554,NULL,24.342,24.317,41.017,39.612,127.430,126.928,146.390,145.750,14.044,14.245,20.547,19.718
3552,19.663,22.544,26.155,30.797,36.893,45.170,56.856,19.961,22.649,25.997,30.269,35.855,43.396,54.027,117.966,124.287,130.607,136.928,143.248,149.569,155.889,117.528,123.804,130.078,136.353,142.628,148.903,155.178,12.295,13.372,14.719,16.462,18.828,22.271,27.872,12.710,13.660,14.832,16.325,18.311,21.130,25.559,NULL,24.349,24.323,41.032,39.626,127.446,126.941,146.409,145.766,14.045,14.246,20.549,19.721
3553,19.669,22.551,26.163,30.807,36.906,45.187,56.879,19.965,22.655,26.004,30.278,35.867,43.412,54.051,117.981,124.302,130.623,136.945,143.266,149.588,155.909,117.540,123.816,130.092,136.368,142.644,148.919,155.195,12.296,13.373,14.720,16.463,18.830,22.274,27.877,12.711,13.661,14.833,16.326,18.313,21.133,25.564,NULL,24.357,24.329,41.046,39.639,127.462,126.954,146.427,145.782,14.046,14.247,20.552,19.723
3554,19.676,22.559,26.172,30.818,36.919,45.203,56.901,19.970,22.660,26.011,30.287,35.878,43.428,54.074,117.995,124.318,130.639,136.962,143.284,149.607,155.928,117.552,123.829,130.105,136.382,142.659,148.935,155.212,12.296,13.373,14.721,16.465,18.832,22.277,27.882,12.712,13.662,14.834,16.327,18.314,21.135,25.569,NULL,24.365,24.336,41.061,39.653,127.478,126.967,146.445,145.798,14.047,14.248,20.554,19.725
